timestamp,batch_size,fetch_ms,tlc_duration_ms,tlc_non_fetch_ms,exit_code
2026-09-09T15:16:21.844188319Z,50,4454.002,5730.534,1276.532,0
2026-09-09T15:16:26.880117917Z,50,2686.473,4020.831,1334.359,0
2026-09-09T15:16:30.818627088Z,50,1738.350,2925.517,1187.167,0
2026-09-09T15:16:33.798180325Z,50,772.208,1968.324,1196.116,0
2026-09-09T15:16:38.775434647Z,50,2821.864,3954.887,1133.023,0
2026-09-09T15:16:41.862443685Z,50,832.267,2074.670,1242.402,0
2026-09-09T15:16:46.809495851Z,50,2736.217,3933.516,1197.299,0
2026-09-09T15:16:51.908765541Z,50,2782.006,4079.335,1297.329,0
2026-09-09T15:16:54.756755358Z,50,650.160,1835.678,1185.518,0
2026-09-09T15:17:01.366406347Z,32,4585.758,5596.666,1010.908,0
2026-09-09T15:17:05.859237881Z,50,2288.767,3481.721,1192.954,0
2026-09-09T15:17:09.820797046Z,50,1727.384,2946.915,1219.531,0
2026-09-09T15:17:13.818520178Z,50,1906.169,2983.595,1077.425,0
2026-09-09T15:17:16.886452205Z,50,781.573,2049.451,1267.877,0
2026-09-09T15:17:20.818489108Z,50,1662.715,2920.998,1258.283,0
2026-09-09T15:17:23.897559080Z,50,807.337,2067.023,1259.686,0
2026-09-09T15:17:26.872708468Z,50,724.699,1961.931,1237.232,0
2026-09-09T15:17:29.882864766Z,50,764.505,1999.008,1234.503,0
2026-09-09T15:17:35.757857146Z,50,3698.774,4854.814,1156.040,0
2026-09-09T15:17:39.854636870Z,50,1878.692,3073.718,1195.026,0
2026-09-09T15:17:43.885172011Z,50,1765.859,3019.601,1253.742,0
2026-09-09T15:17:50.475940962Z,28,4567.735,5577.791,1010.056,0
