timestamp,batch_size,fetch_ms,tlc_duration_ms,tlc_non_fetch_ms,exit_code
2026-09-09T15:12:53.940875649Z,3,4555.959,5587.066,1031.107,0
2026-09-09T15:12:57.695844619Z,50,1523.769,2743.167,1219.398,0
2026-09-09T15:13:01.657496138Z,50,1800.333,2949.820,1149.487,0
2026-09-09T15:13:05.691710032Z,50,1788.783,3000.514,1211.730,0
2026-09-09T15:13:09.675315555Z,50,1769.478,2968.733,1199.255,0
2026-09-09T15:13:12.712099333Z,50,816.419,2024.087,1207.667,0
2026-09-09T15:13:16.710018066Z,50,1737.682,2986.005,1248.324,0
2026-09-09T15:13:21.678688238Z,50,2804.296,3958.353,1154.057,0
2026-09-09T15:13:24.730125328Z,50,773.932,2037.054,1263.122,0
2026-09-09T15:13:27.706979123Z,50,758.509,1964.472,1205.963,0
2026-09-09T15:13:34.319909892Z,47,4562.403,5601.976,1039.573,0
2026-09-09T15:13:37.719583838Z,50,1178.165,2364.389,1186.224,0
2026-09-09T15:13:40.693179175Z,50,726.523,1958.945,1232.423,0
2026-09-09T15:13:44.697755255Z,50,1818.185,2991.772,1173.586,0
2026-09-09T15:13:47.627410809Z,50,759.272,1909.684,1150.411,0
2026-09-09T15:13:52.750775854Z,50,2836.103,4112.506,1276.404,0
2026-09-09T15:13:57.641296048Z,50,2709.957,3874.628,1164.671,0
2026-09-09T15:14:01.645954944Z,50,1888.209,2987.901,1099.692,0
2026-09-09T15:14:06.776486779Z,50,2949.983,4106.815,1156.831,0
2026-09-09T15:14:09.736379349Z,50,735.052,1946.239,1211.187,0
2026-09-09T15:14:12.701619876Z,50,792.417,1954.054,1161.637,0
2026-09-09T15:14:17.743367154Z,50,2826.458,4029.590,1203.132,0
2026-09-09T15:14:24.328630806Z,27,4560.579,5573.707,1013.127,0
