tenants,events,run,tlc_batches,tlc_messages,tlc_fetch_ms_total,tlc_duration_ms_total,tlc_non_fetch_ms_total,tlc_fetch_ms_mean_batch,tlc_duration_ms_mean_batch,metrics_missing,experiment_info_missing,experiment_total_ms,input_generation_duration_ms,pipeline_drain_ms,audit_ingestion_grace_ms,audit_consumer_drain_ms,tlc_consumer_drain_ms,create_clusterrole,delete_clusterrole,create_rb,delete_rb,create_crb,delete_crb,cross_tenant_access
2,100,1,2,93,8298.795,10490.827,2192.033,4149.398,5245.413,False,False,13349,8453,4561,,99,4458,9,12,10,15,6,10,38
2,100,2,4,119,12443.294,16783.602,4340.308,3110.823,4195.900,False,False,15439,10610,4552,,92,4456,6,12,18,14,11,6,33
2,100,3,3,101,12907.823,16060.404,3152.581,4302.608,5353.468,False,False,14194,8288,4564,,100,4460,2,13,13,13,8,7,44
2,100,4,2,94,8263.215,10532.344,2269.129,4131.608,5266.172,False,False,13597,7610,5695,,95,5596,8,8,12,23,7,11,31
2,100,5,3,101,10916.589,14171.778,3255.190,3638.863,4723.926,False,False,18021,9865,7841,,90,7747,7,10,10,19,13,12,29
2,100,6,3,105,8181.174,11430.557,3249.385,2727.058,3810.186,False,False,15814,7545,7926,,108,7813,8,8,14,13,2,11,44
2,100,7,3,112,9131.110,12487.476,3356.366,3043.703,4162.492,False,False,16068,8972,6759,,94,6661,7,5,19,15,6,6,42
2,100,8,4,114,12609.269,16909.584,4300.315,3152.317,4227.396,False,False,16229,8133,6772,,130,6638,8,16,19,9,7,6,35
2,100,9,3,115,10083.108,13431.464,3348.357,3361.036,4477.155,False,False,17332,10272,6753,,90,6659,8,4,14,19,12,6,37
2,100,10,3,117,10110.726,13448.017,3337.292,3370.242,4482.672,False,False,17405,10234,6800,,100,6697,8,6,15,19,10,4,38
2,1000,1,23,1079,42566.460,69646.238,27079.774,1850.716,3028.097,False,False,88193,81213,5661,,103,5554,73,76,172,148,83,71,377
2,1000,2,22,1057,48680.811,74029.231,25348.422,2212.764,3364.965,False,False,97029,88856,7873,,91,7778,82,74,163,169,81,76,355
2,1000,3,22,1087,40570.244,66339.030,25768.782,1844.102,3015.410,False,False,90156,85207,4578,,86,4487,78,70,167,140,82,73,390
2,1000,4,21,1047,41381.906,66139.874,24757.969,1970.567,3149.518,False,False,88831,85134,2377,,90,2283,80,80,141,150,79,85,385
2,1000,5,21,1032,37066.405,62140.444,25074.037,1765.067,2959.069,False,False,83719,78833,4579,,99,4476,79,77,153,176,75,69,371
2,1000,6,23,1077,46672.466,73631.477,26959.008,2029.238,3201.369,False,False,92247,85246,5668,,93,5571,83,78,170,166,65,65,373
2,1000,7,22,1097,49719.750,75218.254,25498.505,2259.989,3419.012,False,False,98910,94122,3478,,94,3380,100,83,167,150,68,66,366
2,1000,8,22,1060,46633.514,73056.524,26423.008,2119.705,3320.751,False,False,95684,88548,6774,,92,6677,66,83,172,155,74,76,374
2,1000,9,24,1107,44586.924,72491.064,27904.140,1857.788,3020.461,False,False,91680,83484,7883,,101,7778,84,79,172,128,83,79,375
2,1000,10,23,1069,51558.172,78807.192,27249.022,2241.660,3426.400,False,False,96576,89408,6806,,118,6684,81,83,142,150,77,74,393
