timestamp,batch_size,fetch_ms,tlc_duration_ms,tlc_non_fetch_ms,exit_code
2026-09-09T15:08:18.547701723Z,50,1743.994,2960.442,1216.448,0
2026-09-09T15:08:21.452337664Z,50,757.217,1886.389,1129.172,0
2026-09-09T15:08:27.554713478Z,50,3986.410,5088.163,1101.753,0
2026-09-09T15:08:30.515961818Z,50,758.592,1950.199,1191.607,0
2026-09-09T15:08:33.465599842Z,50,818.723,1938.464,1119.740,0
2026-09-09T15:08:40.141787504Z,46,4577.739,5647.332,1069.592,0
2026-09-09T15:08:45.573684942Z,50,3203.289,4419.221,1215.932,0
2026-09-09T15:08:48.592691761Z,50,743.798,2006.097,1262.299,0
2026-09-09T15:08:51.589396813Z,50,723.076,1984.945,1261.869,0
2026-09-09T15:08:56.536593494Z,50,2716.837,3935.103,1218.265,0
2026-09-09T15:08:59.543359562Z,50,810.395,1991.612,1181.217,0
2026-09-09T15:09:03.583343856Z,50,1761.994,3026.171,1264.176,0
2026-09-09T15:09:07.555837703Z,50,1871.151,2961.982,1090.832,0
2026-09-09T15:09:10.537138827Z,50,759.619,1967.526,1207.907,0
2026-09-09T15:09:13.563864Z,50,839.936,2012.721,1172.785,0
2026-09-09T15:09:17.594667715Z,50,1745.748,3002.565,1256.817,0
2026-09-09T15:09:20.470496043Z,50,746.784,1864.753,1117.968,0
2026-09-09T15:09:27.143137531Z,49,4580.087,5651.378,1071.291,0
2026-09-09T15:09:30.556793963Z,50,1245.405,2399.051,1153.646,0
2026-09-09T15:09:33.549599587Z,50,747.271,1966.005,1218.733,0
2026-09-09T15:09:36.564755360Z,50,845.370,2004.166,1158.796,0
2026-09-09T15:09:43.252213289Z,42,4586.809,5674.745,1087.937,0
