timestamp,batch_size,fetch_ms,tlc_duration_ms,tlc_non_fetch_ms,exit_code
2026-09-09T18:45:51.534579234Z,50,3030.706,6268.764,3238.059,0
2026-09-09T18:45:56.542459406Z,50,722.945,3991.951,3269.005,0
2026-09-09T18:46:02.365501948Z,50,732.879,4802.944,4070.065,0
2026-09-09T18:46:06.471123238Z,50,102.444,3092.981,2990.536,0
2026-09-09T18:46:13.739003289Z,50,2731.283,6255.246,3523.963,0
2026-09-09T18:46:19.581742679Z,50,1516.485,4830.337,3313.852,0
2026-09-09T18:46:27.274237638Z,50,2645.908,6677.736,4031.829,0
2026-09-09T18:46:32.295614482Z,50,114.952,4007.810,3892.858,0
2026-09-09T18:46:38.696994352Z,50,2153.436,5383.657,3230.221,0
2026-09-09T18:46:43.841311940Z,50,636.494,4132.452,3495.958,0
2026-09-09T18:46:49.650889760Z,50,1501.137,4778.443,3277.306,0
2026-09-09T18:46:54.683919524Z,50,679.119,4021.759,3342.640,0
2026-09-09T18:47:01.544745697Z,50,1589.964,5846.909,4256.945,0
2026-09-09T18:47:09.783728073Z,39,4574.899,7225.479,2650.580,0
