timestamp,batch_size,fetch_ms,tlc_duration_ms,tlc_non_fetch_ms,exit_code
2026-09-09T18:48:58.990119386Z,50,2484.930,5851.029,3366.099,0
2026-09-09T18:49:03.988627128Z,50,641.197,3988.236,3347.039,0
2026-09-09T18:49:08.789953497Z,50,640.507,3788.282,3147.775,0
2026-09-09T18:49:15.943239710Z,50,2933.950,6138.570,3204.620,0
2026-09-09T18:49:21.990897489Z,50,1661.148,5028.149,3367.001,0
2026-09-09T18:49:26.919113666Z,50,612.215,3915.993,3303.778,0
2026-09-09T18:49:32.957548793Z,50,740.749,5025.710,4284.960,0
2026-09-09T18:49:37.449256570Z,50,107.875,3472.347,3364.472,0
2026-09-09T18:49:43.807878715Z,50,1260.487,5345.008,4084.522,0
2026-09-09T18:49:50.581434896Z,50,1894.296,5761.233,3866.937,0
2026-09-09T18:49:57.071959501Z,50,2070.917,5477.773,3406.856,0
2026-09-09T18:50:03.146516330Z,50,1718.189,5059.557,3341.368,0
2026-09-09T18:50:08.641409871Z,50,504.745,4483.277,3978.532,0
2026-09-09T18:50:16.891064196Z,23,4577.246,7229.238,2651.992,0
