timestamp,batch_size,fetch_ms,tlc_duration_ms,tlc_non_fetch_ms,exit_code
2026-09-09T15:09:54.600417237Z,50,2508.280,3784.627,1276.347,0
2026-09-09T15:09:56.972600190Z,50,103.906,1360.138,1256.232,0
2026-09-09T15:10:02.594434029Z,50,3454.083,4610.309,1156.226,0
2026-09-09T15:10:05.537509977Z,50,786.899,1933.900,1147.002,0
2026-09-09T15:10:09.546919623Z,50,1804.293,2988.156,1183.863,0
2026-09-09T15:10:13.596931015Z,50,1810.409,3018.130,1207.721,0
2026-09-09T15:10:18.572437251Z,50,2817.695,3956.404,1138.710,0
2026-09-09T15:10:23.592454147Z,50,2864.954,4008.696,1143.742,0
2026-09-09T15:10:26.590974602Z,50,795.577,1986.241,1190.664,0
2026-09-09T15:10:30.556853279Z,50,1760.610,2947.302,1186.692,0
2026-09-09T15:10:34.799732993Z,50,2044.142,3232.144,1188.003,0
2026-09-09T15:10:38.593820585Z,50,1554.066,2783.206,1229.140,0
2026-09-09T15:10:41.613599275Z,50,794.581,2005.566,1210.985,0
2026-09-09T15:10:46.626710418Z,50,2886.200,4001.408,1115.207,0
2026-09-09T15:10:50.601296195Z,50,1807.796,2962.691,1154.896,0
2026-09-09T15:10:53.626328028Z,50,762.960,1996.277,1233.317,0
2026-09-09T15:10:59.637154440Z,50,3862.625,4977.841,1115.216,0
2026-09-09T15:11:02.641356Z,50,882.641,1986.452,1103.811,0
2026-09-09T15:11:07.604388655Z,50,2705.026,3947.141,1242.115,0
2026-09-09T15:11:10.530640238Z,50,790.817,1911.460,1120.642,0
2026-09-09T15:11:17.287616110Z,47,4584.346,5741.785,1157.438,0
