timestamp,batch_size,fetch_ms,tlc_duration_ms,tlc_non_fetch_ms,exit_code
2026-09-09T16:30:04.805882511Z,50,3703.000,5016.804,1313.804,0
2026-09-09T16:30:08.718037595Z,50,1680.620,2901.212,1220.592,0
2026-09-09T16:30:13.781576217Z,50,2788.203,4048.995,1260.792,0
2026-09-09T16:30:16.803736213Z,50,683.370,2006.326,1322.957,0
2026-09-09T16:30:21.772013471Z,50,2644.216,3956.180,1311.964,0
2026-09-09T16:30:25.752025568Z,50,1749.002,2965.068,1216.066,0
2026-09-09T16:30:29.748741893Z,50,1751.019,2983.984,1232.966,0
2026-09-09T16:30:33.746435704Z,50,1795.837,2976.829,1180.992,0
2026-09-09T16:30:37.680453698Z,50,1747.750,2917.725,1169.975,0
2026-09-09T16:30:44.524994452Z,46,4575.637,5825.197,1249.560,0
2026-09-09T16:30:49.740111216Z,50,3049.070,4203.959,1154.889,0
2026-09-09T16:30:53.773358476Z,50,1835.372,3021.260,1185.888,0
2026-09-09T16:30:59.754292470Z,50,3855.456,4967.615,1112.159,0
2026-09-09T16:31:04.860685159Z,50,2801.355,4094.694,1293.339,0
2026-09-09T16:31:08.824022597Z,50,1660.641,2951.996,1291.354,0
2026-09-09T16:31:15.709779071Z,45,4594.502,5851.996,1257.494,0
2026-09-09T16:31:22.393148968Z,34,4561.317,5670.821,1109.504,0
