timestamp,batch_size,fetch_ms,tlc_duration_ms,tlc_non_fetch_ms,exit_code
2026-09-09T16:21:19.637755978Z,44,4589.184,5815.083,1225.900,0
2026-09-09T16:21:24.956977554Z,50,3043.535,4305.305,1261.770,0
2026-09-09T16:21:28.938723449Z,50,1698.946,2969.703,1270.757,0
2026-09-09T16:21:35.764432979Z,44,4575.848,5793.328,1217.480,0
2026-09-09T16:21:39.978271220Z,50,1952.874,3198.861,1245.988,0
2026-09-09T16:21:44.966123853Z,50,2714.700,3974.211,1259.512,0
2026-09-09T16:21:47.950451047Z,50,710.887,1963.602,1252.715,0
2026-09-09T16:21:54.697874484Z,49,4569.117,5735.020,1165.903,0
2026-09-09T16:21:59.941309629Z,50,2958.381,4229.873,1271.492,0
2026-09-09T16:22:06.015189677Z,50,3694.777,5048.894,1354.117,0
2026-09-09T16:22:10.015503692Z,50,1692.193,2986.545,1294.352,0
2026-09-09T16:22:13.965108884Z,50,1617.691,2936.987,1319.296,0
2026-09-09T16:22:19.903571330Z,50,3695.337,4925.635,1230.297,0
2026-09-09T16:22:24.968226184Z,50,2806.621,4051.356,1244.735,0
2026-09-09T16:22:30.958884773Z,50,3815.838,4964.289,1148.451,0
2026-09-09T16:22:37.501519996Z,4,4564.913,5528.970,964.056,0
