timestamp,batch_size,fetch_ms,tlc_duration_ms,tlc_non_fetch_ms,exit_code
2026-09-09T16:33:02.938564948Z,50,3938.120,5247.093,1308.973,0
2026-09-09T16:33:06.892782771Z,50,1719.163,2943.050,1223.887,0
2026-09-09T16:33:11.806027451Z,50,2741.510,3901.401,1159.891,0
2026-09-09T16:33:16.880145847Z,50,2817.042,4063.167,1246.125,0
2026-09-09T16:33:20.876770820Z,50,1790.566,2971.597,1181.032,0
2026-09-09T16:33:25.870081331Z,50,2785.672,3979.799,1194.127,0
2026-09-09T16:33:29.875406992Z,50,1779.409,2994.701,1215.292,0
2026-09-09T16:33:35.873629303Z,50,3655.988,4984.796,1328.808,0
2026-09-09T16:33:39.884362664Z,50,1788.577,2997.807,1209.230,0
2026-09-09T16:33:44.890768584Z,50,2892.733,3993.996,1101.264,0
2026-09-09T16:33:49.877375841Z,50,2849.086,3973.811,1124.725,0
2026-09-09T16:33:53.883504182Z,50,1805.310,2990.527,1185.217,0
2026-09-09T16:33:59.893202201Z,50,3905.733,4987.897,1082.164,0
2026-09-09T16:34:03.905896762Z,50,1718.426,3000.374,1281.947,0
2026-09-09T16:34:07.858671597Z,50,1749.935,2936.828,1186.893,0
2026-09-09T16:34:13.795382600Z,50,3940.047,4921.044,980.997,0
2026-09-09T16:34:20.346301208Z,5,4579.466,5530.861,951.395,0
