timestamp,batch_size,fetch_ms,tlc_duration_ms,tlc_non_fetch_ms,exit_code
2026-09-09T15:14:36.898453108Z,50,3773.780,4979.400,1205.621,0
2026-09-09T15:14:41.806588104Z,50,2622.425,3885.422,1262.997,0
2026-09-09T15:14:44.750449569Z,50,734.833,1932.466,1197.633,0
2026-09-09T15:14:47.777319448Z,50,773.705,2014.528,1240.823,0
2026-09-09T15:14:51.756936571Z,50,1698.893,2964.472,1265.579,0
2026-09-09T15:14:55.747107144Z,50,1741.854,2979.066,1237.212,0
2026-09-09T15:14:58.757342151Z,50,799.110,1998.611,1199.501,0
2026-09-09T15:15:03.687124079Z,50,2904.745,3918.637,1013.892,0
2026-09-09T15:15:07.819170725Z,50,1889.120,3111.662,1222.542,0
2026-09-09T15:15:10.688722584Z,50,738.065,1858.861,1120.796,0
2026-09-09T15:15:17.468588828Z,48,4623.688,5747.620,1123.931,0
2026-09-09T15:15:21.805908894Z,50,2137.668,3317.103,1179.434,0
2026-09-09T15:15:24.698894622Z,50,770.094,1882.142,1112.049,0
2026-09-09T15:15:29.710013747Z,50,2983.451,3996.748,1013.297,0
2026-09-09T15:15:35.830047955Z,50,3791.822,5090.599,1298.777,0
2026-09-09T15:15:39.779798558Z,50,1770.323,2922.648,1152.325,0
2026-09-09T15:15:45.769794724Z,50,3911.861,4975.156,1063.295,0
2026-09-09T15:15:49.783039712Z,50,1944.233,3001.866,1057.633,0
2026-09-09T15:15:54.983595573Z,50,3076.594,4174.346,1097.752,0
2026-09-09T15:15:58.773576087Z,50,1697.543,2772.924,1075.381,0
2026-09-09T15:16:01.813745627Z,50,760.506,2027.833,1267.327,0
2026-09-09T15:16:08.490963908Z,49,4575.437,5666.144,1090.708,0
