timestamp,batch_size,fetch_ms,tlc_duration_ms,tlc_non_fetch_ms,exit_code
2026-09-09T16:27:02.187190440Z,2,4567.088,5713.394,1146.305,0
2026-09-09T16:27:08.454879996Z,50,4016.111,5254.136,1238.025,0
2026-09-09T16:27:12.430769166Z,50,1664.718,2962.908,1298.190,0
2026-09-09T16:27:17.448687763Z,50,2765.092,4005.567,1240.475,0
2026-09-09T16:27:22.395338270Z,50,2739.519,3935.359,1195.840,0
2026-09-09T16:27:29.246832146Z,49,4588.601,5811.833,1223.232,0
2026-09-09T16:27:34.439587451Z,50,2923.299,4178.246,1254.947,0
2026-09-09T16:27:38.451536355Z,50,1789.116,2994.375,1205.259,0
2026-09-09T16:27:43.471273028Z,50,2718.955,4006.604,1287.650,0
2026-09-09T16:27:47.480143676Z,50,1716.089,2997.431,1281.342,0
2026-09-09T16:27:52.493210329Z,50,2641.329,3998.367,1357.038,0
2026-09-09T16:27:56.493763593Z,50,1713.869,2982.814,1268.945,0
2026-09-09T16:28:01.509109506Z,50,2722.224,3986.244,1264.020,0
2026-09-09T16:28:05.485700725Z,50,1670.742,2953.259,1282.517,0
2026-09-09T16:28:09.563650714Z,50,1681.902,3065.237,1383.336,0
2026-09-09T16:28:16.325817529Z,42,4586.776,5749.382,1162.606,0
2026-09-09T16:28:22.893972638Z,25,4565.190,5555.058,989.867,0
