timestamp,batch_size,fetch_ms,tlc_duration_ms,tlc_non_fetch_ms,exit_code
2026-09-09T15:06:35.489447943Z,50,1598.783,2839.678,1240.895,0
2026-09-09T15:06:41.459494983Z,50,3835.217,4958.204,1122.987,0
2026-09-09T15:06:45.490516249Z,50,1936.055,3021.193,1085.138,0
2026-09-09T15:06:51.445322270Z,50,3789.833,4941.154,1151.321,0
2026-09-09T15:06:55.472518542Z,50,1933.617,2991.852,1058.235,0
2026-09-09T15:07:01.471349451Z,50,3917.652,4983.607,1065.955,0
2026-09-09T15:07:04.508064790Z,50,834.600,2024.895,1190.295,0
2026-09-09T15:07:09.547555642Z,50,2859.416,4027.955,1168.539,0
2026-09-09T15:07:12.557098338Z,50,683.205,1995.604,1312.399,0
2026-09-09T15:07:17.528317544Z,50,2715.168,3958.778,1243.610,0
2026-09-09T15:07:21.496093269Z,50,1738.471,2940.774,1202.303,0
2026-09-09T15:07:25.480315555Z,50,1792.263,2970.832,1178.569,0
2026-09-09T15:07:29.513301847Z,50,1799.762,3022.232,1222.470,0
2026-09-09T15:07:32.491742620Z,50,798.215,1967.448,1169.234,0
2026-09-09T15:07:38.407387384Z,50,3919.229,4904.315,985.086,0
2026-09-09T15:07:42.507320447Z,50,1895.416,3088.096,1192.680,0
2026-09-09T15:07:45.445740735Z,50,797.454,1925.052,1127.598,0
2026-09-09T15:07:49.526432035Z,50,1854.368,3067.856,1213.489,0
2026-09-09T15:07:53.427487381Z,50,1707.322,2886.864,1179.542,0
2026-09-09T15:07:57.526900135Z,50,1896.335,3067.569,1171.234,0
2026-09-09T15:08:01.437332202Z,50,1796.923,2899.298,1102.375,0
2026-09-09T15:08:07.995867542Z,7,4581.507,5545.975,964.468,0
