timestamp,batch_size,fetch_ms,tlc_duration_ms,tlc_non_fetch_ms,exit_code
2026-09-09T18:41:03.043740728Z,50,3502.190,6841.668,3339.479,0
2026-09-09T18:41:07.141666611Z,49,77.862,3084.605,3006.743,0
2026-09-09T18:41:14.294109637Z,50,2569.812,6141.416,3571.604,0
2026-09-09T18:41:20.029097062Z,50,1431.046,4722.406,3291.359,0
2026-09-09T18:41:24.998700516Z,50,676.932,3951.882,3274.949,0
2026-09-09T18:41:31.811931905Z,50,1675.097,5800.521,4125.424,0
2026-09-09T18:41:37.492508658Z,50,1297.034,4669.021,3371.986,0
2026-09-09T18:41:45.031322010Z,50,3223.330,6527.441,3304.111,0
2026-09-09T18:41:51.040735662Z,50,1661.071,4997.536,3336.465,0
2026-09-09T18:41:55.457251197Z,50,128.366,3402.214,3273.848,0
2026-09-09T18:42:00.080670567Z,50,303.152,3611.216,3308.064,0
2026-09-09T18:42:06.705082407Z,50,1655.404,5613.679,3958.275,0
2026-09-09T18:42:12.476971851Z,50,1041.778,4761.395,3719.617,0
2026-09-09T18:42:20.692273450Z,14,4563.343,7193.910,2630.567,0
