timestamp,batch_size,fetch_ms,tlc_duration_ms,tlc_non_fetch_ms,exit_code
2026-09-09T18:37:56.706658200Z,50,3332.213,6895.534,3563.321,0
2026-09-09T18:38:03.374303991Z,50,2392.832,5653.464,3260.632,0
2026-09-09T18:38:08.336605388Z,50,730.030,3950.679,3220.649,0
2026-09-09T18:38:13.472441762Z,50,778.386,4106.502,3328.116,0
2026-09-09T18:38:20.409697323Z,50,2627.735,5916.063,3288.327,0
2026-09-09T18:38:26.292858930Z,50,756.513,4871.688,4115.174,0
2026-09-09T18:38:31.582726394Z,50,934.908,4274.574,3339.666,0
2026-09-09T18:38:39.526226842Z,50,2514.218,6929.854,4415.636,0
2026-09-09T18:38:44.094366683Z,50,87.486,3548.806,3461.320,0
2026-09-09T18:38:48.665412413Z,50,114.680,3559.290,3444.609,0
2026-09-09T18:38:54.415629473Z,50,1463.089,4737.713,3274.623,0
2026-09-09T18:39:00.579914935Z,50,1692.933,5152.823,3459.890,0
2026-09-09T18:39:05.470655167Z,50,562.303,3879.200,3316.897,0
2026-09-09T18:39:13.728716854Z,32,4562.330,7245.387,2683.057,0
