timestamp,batch_size,fetch_ms,tlc_duration_ms,tlc_non_fetch_ms,exit_code
2026-09-09T18:47:26.550106832Z,50,2652.248,6228.844,3576.596,0
2026-09-09T18:47:31.336880962Z,50,417.253,3774.361,3357.109,0
2026-09-09T18:47:36.368806869Z,50,668.502,4007.814,3339.312,0
2026-09-09T18:47:42.383000888Z,50,1749.938,5000.990,3251.052,0
2026-09-09T18:47:47.379434966Z,50,640.719,3981.428,3340.708,0
2026-09-09T18:47:53.403061152Z,50,1659.364,5012.060,3352.696,0
2026-09-09T18:47:59.104502147Z,50,1623.554,4690.675,3067.122,0
2026-09-09T18:48:06.342018271Z,50,2923.374,6227.740,3304.366,0
2026-09-09T18:48:12.457452213Z,50,1687.786,5099.408,3411.623,0
2026-09-09T18:48:17.378094234Z,50,529.645,3906.316,3376.671,0
2026-09-09T18:48:22.408982352Z,50,651.652,4016.289,3364.637,0
2026-09-09T18:48:28.507888392Z,50,1784.730,5087.852,3303.122,0
2026-09-09T18:48:34.365753968Z,50,1560.274,4844.245,3283.971,0
2026-09-09T18:48:42.626573232Z,27,4576.822,7248.802,2671.980,0
