timestamp,batch_size,fetch_ms,tlc_duration_ms,tlc_non_fetch_ms,exit_code
2026-09-09T18:39:31.149630883Z,50,4295.020,7678.467,3383.447,0
2026-09-09T18:39:36.071683308Z,50,599.469,3909.854,3310.386,0
2026-09-09T18:39:40.805909186Z,50,661.174,3718.882,3057.708,0
2026-09-09T18:39:47.041424084Z,50,1930.320,5217.601,3287.282,0
2026-09-09T18:39:51.690178417Z,50,100.730,3633.016,3532.286,0
2026-09-09T18:39:57.278177142Z,50,1105.130,4575.985,3470.854,0
2026-09-09T18:40:04.077048258Z,50,2468.230,5786.533,3318.303,0
2026-09-09T18:40:10.213806537Z,50,1727.045,5102.910,3375.865,0
2026-09-09T18:40:16.135407138Z,50,1530.825,4909.942,3379.117,0
2026-09-09T18:40:22.088812526Z,50,641.231,4942.943,4301.712,0
2026-09-09T18:40:27.173099450Z,50,728.119,4072.212,3344.093,0
2026-09-09T18:40:33.052813632Z,50,1637.953,4868.216,3230.263,0
2026-09-09T18:40:38.151855062Z,50,798.479,4083.813,3285.334,0
2026-09-09T18:40:46.393140069Z,33,4564.990,7229.387,2664.397,0
