tenants,events,run,tlc_batches,tlc_messages,tlc_fetch_ms_total,tlc_duration_ms_total,tlc_non_fetch_ms_total,tlc_fetch_ms_mean_batch,tlc_duration_ms_mean_batch,metrics_missing,experiment_info_missing,experiment_total_ms,input_generation_duration_ms,pipeline_drain_ms,audit_ingestion_grace_ms,audit_consumer_drain_ms,tlc_consumer_drain_ms,create_clusterrole,delete_clusterrole,create_rb,delete_rb,create_crb,delete_crb,cross_tenant_access
10,10,13,1,15,4569.596,7632.595,3062.999,4569.596,7632.595,False,False,12027,2755,7880,,100,7777,2,0,1,0,2,1,4
10,10,14,1,13,4569.443,7252.201,2682.758,4569.443,7252.201,False,False,11105,2821,7883,,114,7764,2,0,1,2,1,2,2
10,10,15,1,13,4562.128,7163.938,2601.811,4562.128,7163.938,False,False,11983,2781,7852,,102,7747,1,0,2,2,0,1,4
10,10,16,1,12,4568.960,7119.656,2550.697,4568.960,7119.656,False,False,11386,3048,7924,,128,7790,1,0,2,0,1,2,4
10,10,17,1,11,4570.514,7219.824,2649.310,4570.514,7219.824,False,False,10902,2627,7884,,102,7779,1,2,1,0,1,1,4
10,10,18,1,10,4566.369,7206.960,2640.592,4566.369,7206.960,False,False,11952,2715,7862,,98,7759,1,0,2,2,0,2,3
10,10,19,1,18,4567.185,7267.288,2700.103,4567.185,7267.288,False,False,11323,3011,7888,,1199,6686,2,0,4,0,2,1,1
10,10,20,1,13,4561.657,7250.255,2688.597,4561.657,7250.255,False,False,11115,2735,7940,,107,7829,3,0,1,2,1,0,3
10,10,21,1,10,4561.576,7150.541,2588.965,4561.576,7150.541,False,False,11924,2646,7894,,103,7786,0,2,1,2,0,0,5
10,10,22,1,11,4569.943,7502.340,2932.396,4569.943,7502.340,False,False,10819,2540,7941,,109,7827,2,1,0,0,1,2,4
10,10,23,1,14,4563.354,7235.890,2672.536,4563.354,7235.890,False,False,12044,2772,7888,,109,7774,1,1,2,0,0,2,4
10,10,24,1,11,4582.333,7316.566,2734.233,4582.333,7316.566,False,False,10925,2636,7918,,112,7802,0,1,3,2,1,1,2
10,10,25,1,12,4563.631,7234.541,2670.909,4563.631,7234.541,False,False,10963,2698,7899,,90,7805,2,1,2,0,0,3,2
10,10,26,1,11,4562.257,7237.902,2675.645,4562.257,7237.902,False,False,12378,2967,8992,,104,8884,1,0,2,3,0,0,4
10,10,27,1,12,4563.803,7304.321,2740.517,4563.803,7304.321,False,False,10949,2683,7885,,99,7783,1,1,2,0,0,1,5
10,10,28,1,12,4560.246,7815.562,3255.317,4560.246,7815.562,False,False,13497,3074,9032,,105,8923,1,0,1,1,2,0,5
10,10,29,1,14,4565.686,7113.464,2547.778,4565.686,7113.464,False,False,11108,2865,7851,,96,7752,1,1,3,3,1,1,0
10,10,30,1,14,4566.567,7320.992,2754.425,4566.567,7320.992,False,False,12431,3039,9013,,101,8908,0,0,1,2,2,1,4
10,50,1,1,38,4586.003,7779.623,3193.620,4586.003,7779.623,False,False,11533,5471,5692,,100,5587,2,2,10,9,6,4,17
10,50,2,2,51,7018.719,12689.436,5670.717,3509.359,6344.718,False,False,17471,5875,11173,,98,11071,9,5,7,3,7,2,17
10,50,3,1,41,4619.468,7428.416,2808.948,4619.468,7428.416,False,False,11944,6955,4635,,97,4535,5,6,10,4,4,3,18
10,50,4,1,34,4588.170,7495.248,2907.077,4588.170,7495.248,False,False,11267,5193,5682,,94,5585,4,3,5,6,5,3,24
10,50,5,1,41,4589.270,7431.527,2842.257,4589.270,7431.527,False,False,12601,5542,5675,,93,5577,4,4,10,6,1,7,18
10,50,6,1,38,4583.015,7545.997,2962.983,4583.015,7545.997,False,False,12153,6014,5715,,111,5601,8,3,8,7,2,6,16
10,50,7,1,28,4605.528,7917.502,3311.974,4605.528,7917.502,False,False,11553,5400,5699,,99,5595,2,6,4,8,5,5,20
10,50,8,1,32,4589.842,7394.503,2804.661,4589.842,7394.503,False,False,12434,5413,5680,,100,5575,2,4,8,11,3,5,17
10,50,9,1,34,4583.842,7387.021,2803.179,4583.842,7387.021,False,False,11259,5298,4584,,1193,3387,1,4,8,5,4,2,26
10,50,10,1,24,4584.950,7332.158,2747.207,4584.950,7332.158,False,False,11026,4979,5682,,100,5578,5,4,4,6,0,1,30
10,50,11,1,46,4597.314,7319.596,2722.282,4597.314,7319.596,False,False,11798,5827,4567,,98,4465,2,4,13,9,5,2,15
10,50,12,1,31,4603.053,7819.568,3216.515,4603.053,7819.568,False,False,11281,5202,5729,,125,5597,3,5,7,9,1,3,22
10,50,13,1,36,4586.152,7434.893,2848.741,4586.152,7434.893,False,False,12734,5607,5695,,102,5589,5,4,7,9,3,3,19
10,50,14,1,33,4584.899,7337.410,2752.511,4584.899,7337.410,False,False,11066,5100,4599,,96,4499,3,2,3,9,5,3,25
10,50,15,1,40,4600.370,7675.942,3075.572,4600.370,7675.942,False,False,11458,6476,4573,,95,4474,2,9,9,9,6,3,12
10,50,16,1,32,4596.847,7346.950,2750.103,4596.847,7346.950,False,False,11713,5703,4597,,105,4488,3,7,8,4,4,1,23
10,50,17,1,43,4597.703,7539.524,2941.821,4597.703,7539.524,False,False,12163,5970,5716,,102,5609,2,6,12,4,4,1,21
10,50,18,1,31,4602.061,7447.886,2845.824,4602.061,7447.886,False,False,11843,8018,2397,,93,2300,3,4,8,6,3,1,25
10,50,19,1,42,4581.123,7804.415,3223.292,4581.123,7804.415,False,False,11625,5571,5715,,97,5614,4,1,13,6,2,6,18
10,50,20,1,37,4596.771,7784.155,3187.384,4596.771,7784.155,False,False,11576,5485,5691,,107,5580,6,4,8,5,2,3,22
10,100,1,2,66,8116.523,14039.334,5922.812,4058.261,7019.667,False,False,19223,8731,9063,,114,8944,10,7,10,16,8,9,40
10,100,2,2,80,7203.351,14379.840,7176.489,3601.676,7189.920,False,False,19089,9714,9031,,100,8927,10,7,13,14,11,5,40
10,100,3,2,69,8071.310,14972.716,6901.406,4035.655,7486.358,False,False,19700,9184,10135,,110,10020,12,6,12,16,8,5,41
10,100,4,2,69,8001.090,13631.336,5630.245,4000.545,6815.668,False,False,19176,9803,7960,,98,7858,7,11,16,9,8,9,40
10,100,5,2,62,9149.699,14958.414,5808.715,4574.850,7479.207,False,False,19855,9320,10179,,119,10055,8,5,12,21,6,8,40
10,100,6,2,68,8295.078,14176.125,5881.047,4147.539,7088.062,False,False,19286,8770,10150,,110,10036,7,3,16,17,6,10,41
10,100,7,2,67,7291.706,13439.891,6148.185,3645.853,6719.945,False,False,19090,9704,8977,,104,8868,8,6,14,18,7,9,38
10,100,8,2,62,8071.282,13804.361,5733.079,4035.641,6902.181,False,False,19048,8505,10133,,113,10016,10,11,11,18,3,3,44
10,100,9,2,76,7703.279,13822.517,6119.238,3851.640,6911.258,False,False,18904,9474,9022,,141,8875,6,3,21,9,7,10,44
10,100,10,2,68,9168.274,15069.413,5901.139,4584.137,7534.707,False,False,20829,11335,9113,,141,8966,9,11,10,12,13,3,42
10,1000,1,14,682,22549.656,70721.577,48171.917,1610.690,5051.541,False,False,87827,79560,7895,,92,7798,71,82,140,164,89,73,381
10,1000,2,14,683,22788.715,69729.761,46941.047,1627.765,4980.697,False,False,87070,78754,7896,,96,7796,79,70,133,156,88,78,396
10,1000,3,14,663,23806.417,71318.910,47512.491,1700.458,5094.208,False,False,88749,77088,10253,,196,10051,82,75,147,154,68,76,398
10,1000,4,15,704,24157.186,73653.123,49495.934,1610.479,4910.208,False,False,91340,79703,11249,,131,11112,73,82,164,153,82,86,360
10,1000,5,15,721,21727.799,72818.532,51090.731,1448.520,4854.569,False,False,90688,79067,11240,,107,11128,71,85,161,144,88,73,378
10,1000,6,14,689,22732.651,71316.468,48583.817,1623.761,5094.033,False,False,88865,80522,7912,,106,7802,69,74,155,148,79,77,398
10,1000,7,14,677,23125.861,69126.824,46000.965,1651.847,4937.630,False,False,86765,78498,7850,,96,7750,72,65,151,164,67,77,404
10,1000,8,14,673,21848.451,70564.402,48715.951,1560.604,5040.314,False,False,89119,78653,9096,,153,8936,83,83,150,152,61,76,395
10,1000,9,14,676,22002.616,71071.459,49068.843,1571.615,5076.533,False,False,88359,78935,9024,,90,8930,72,93,155,134,76,72,398
10,1000,10,15,728,20671.794,69932.513,49260.719,1378.120,4662.168,False,False,88406,78938,9038,,112,8921,79,76,155,149,86,69,386
