timestamp,batch_size,fetch_ms,tlc_duration_ms,tlc_non_fetch_ms,exit_code
2026-09-09T16:25:39.421151290Z,2,4557.363,5559.571,1002.208,0
2026-09-09T16:25:43.847621129Z,50,2231.376,3414.034,1182.658,0
2026-09-09T16:25:48.894991409Z,50,2885.217,4033.704,1148.488,0
2026-09-09T16:25:53.879859221Z,50,2707.829,3973.454,1265.625,0
2026-09-09T16:25:57.833872806Z,50,1696.808,2940.782,1243.974,0
2026-09-09T16:26:03.834491322Z,50,3819.164,4983.691,1164.528,0
2026-09-09T16:26:08.848010002Z,50,2692.539,4001.971,1309.432,0
2026-09-09T16:26:14.865059270Z,50,3825.094,4998.307,1173.213,0
2026-09-09T16:26:20.904911631Z,50,3697.682,5028.307,1330.626,0
2026-09-09T16:26:25.842336184Z,50,2712.132,3926.468,1214.336,0
2026-09-09T16:26:29.883893428Z,50,1828.755,3029.989,1201.234,0
2026-09-09T16:26:34.846583239Z,50,2728.800,3945.805,1217.005,0
2026-09-09T16:26:38.863508334Z,50,1765.974,3005.884,1239.910,0
2026-09-09T16:26:43.901766398Z,50,2802.464,4017.497,1215.033,0
2026-09-09T16:26:48.858725555Z,50,2777.926,3945.808,1167.882,0
2026-09-09T16:26:55.454767943Z,17,4561.213,5573.374,1012.161,0
