timestamp,batch_size,fetch_ms,tlc_duration_ms,tlc_non_fetch_ms,exit_code
2026-09-09T16:22:50.989416017Z,47,4582.461,5807.420,1224.959,0
2026-09-09T16:22:55.212401045Z,50,1961.443,3188.278,1226.835,0
2026-09-09T16:22:59.228560308Z,50,1767.666,2993.324,1225.658,0
2026-09-09T16:23:05.232095987Z,50,3906.869,4979.944,1073.076,0
2026-09-09T16:23:09.264045902Z,50,1753.531,3018.126,1264.595,0
2026-09-09T16:23:13.243674526Z,50,1663.577,2965.962,1302.385,0
2026-09-09T16:23:17.261735369Z,50,1774.460,2997.597,1223.136,0
2026-09-09T16:23:20.295921293Z,50,783.092,2023.428,1240.337,0
2026-09-09T16:23:25.258610354Z,50,2655.791,3950.443,1294.652,0
2026-09-09T16:23:32.192353566Z,48,4574.951,5921.842,1346.892,0
2026-09-09T16:23:36.235664294Z,50,1824.759,3030.159,1205.399,0
2026-09-09T16:23:42.981532029Z,47,4565.898,5710.721,1144.823,0
2026-09-09T16:23:47.207987428Z,50,2005.545,3200.591,1195.046,0
2026-09-09T16:23:52.326130093Z,50,2815.491,4105.613,1290.122,0
2026-09-09T16:23:58.307322028Z,50,3683.298,4967.209,1283.911,0
2026-09-09T16:24:03.197303104Z,50,2678.890,3858.061,1179.170,0
2026-09-09T16:24:09.795001219Z,7,4572.063,5566.814,994.751,0
